pair	doc_id	translator	system	metric	score
ja-en	yahoo-ja.977983	A	movelikeajaguar	bleu	20.007237035555743
ja-en	yahoo-ja.977983	A	WeChat-AI	bleu	22.356803400100482
ja-en	yahoo-ja.977983	A	capitalmarvel	bleu	20.25836692244197
ja-en	yahoo-ja.977983	A	XMU	bleu	22.809482013152945
ja-en	yahoo-ja.977983	A	MiSS	bleu	22.18431910325531
ja-en	yahoo-ja.977983	A	Online-A	bleu	17.422104768485877
ja-en	yahoo-ja.977983	A	NiuTrans	bleu	21.75593440531694
ja-en	yahoo-ja.977983	A	Online-B	bleu	21.014062080599118
ja-en	yahoo-ja.977983	A	IIE-MT	bleu	19.285189649100168
ja-en	yahoo-ja.977983	A	KwaiNLP	bleu	22.809482013152945
ja-en	yahoo-ja.977983	A	Illini	bleu	21.464438373929216
ja-en	yahoo-ja.979786	A	Online-G	bleu	29.61569434451227
ja-en	yahoo-ja.979786	A	HuaweiTSC	bleu	29.869161331913638
ja-en	yahoo-ja.979786	A	Facebook-AI	bleu	32.99559151952554
ja-en	yahoo-ja.979786	A	Online-Y	bleu	26.568729050810838
ja-en	yahoo-ja.979786	A	Online-W	bleu	32.30326750351151
ja-en	yahoo-ja.979786	A	movelikeajaguar	bleu	26.970327464195293
ja-en	yahoo-ja.979786	A	WeChat-AI	bleu	32.89920433028619
ja-en	yahoo-ja.979786	A	capitalmarvel	bleu	25.626834517845595
ja-en	yahoo-ja.979786	A	XMU	bleu	29.426444369532977
ja-en	yahoo-ja.979786	A	MiSS	bleu	33.14680128542357
ja-en	yahoo-ja.979786	A	Online-A	bleu	31.502375305661154
ja-en	yahoo-ja.979786	A	NiuTrans	bleu	29.93590792044612
ja-en	yahoo-ja.979786	A	Online-B	bleu	31.275867854274306
ja-en	yahoo-ja.979786	A	IIE-MT	bleu	28.207414406602954
ja-en	yahoo-ja.979786	A	KwaiNLP	bleu	29.426444369532977
ja-en	yahoo-ja.979786	A	Illini	bleu	23.777273626223852
ja-en	shizuoka_shimbun-ja.45536	A	Online-G	bleu	26.320834594514935
ja-en	shizuoka_shimbun-ja.45536	A	HuaweiTSC	bleu	33.60601082995596
ja-en	shizuoka_shimbun-ja.45536	A	Facebook-AI	bleu	28.915833990997154
ja-en	shizuoka_shimbun-ja.45536	A	Online-Y	bleu	28.0188477731915
ja-en	shizuoka_shimbun-ja.45536	A	Online-W	bleu	22.453306234427814
ja-en	shizuoka_shimbun-ja.45536	A	movelikeajaguar	bleu	29.608711510277086
ja-en	shizuoka_shimbun-ja.45536	A	WeChat-AI	bleu	35.10022933789077
ja-en	shizuoka_shimbun-ja.45536	A	capitalmarvel	bleu	31.758168911228584
ja-en	shizuoka_shimbun-ja.45536	A	XMU	bleu	27.435407522744338
ja-en	shizuoka_shimbun-ja.45536	A	MiSS	bleu	27.511532084163004
ja-en	shizuoka_shimbun-ja.45536	A	Online-A	bleu	22.421011015018014
ja-en	shizuoka_shimbun-ja.45536	A	NiuTrans	bleu	27.748702735605818
ja-en	shizuoka_shimbun-ja.45536	A	Online-B	bleu	29.77289876505793
ja-en	shizuoka_shimbun-ja.45536	A	IIE-MT	bleu	26.17080464602189
ja-en	shizuoka_shimbun-ja.45536	A	KwaiNLP	bleu	27.435407522744338
ja-en	shizuoka_shimbun-ja.45536	A	Illini	bleu	25.23027264669855
ja-en	yahoo-ja.978308	A	Online-G	bleu	18.359367908212974
ja-en	yahoo-ja.978308	A	HuaweiTSC	bleu	25.03867317920078
ja-en	yahoo-ja.978308	A	Facebook-AI	bleu	30.44168511582891
ja-en	yahoo-ja.978308	A	Online-Y	bleu	14.302876027537167
ja-en	yahoo-ja.978308	A	Online-W	bleu	15.76771361445386
ja-en	yahoo-ja.978308	A	movelikeajaguar	bleu	19.93835436043637
ja-en	yahoo-ja.978308	A	WeChat-AI	bleu	28.723345622730662
ja-en	yahoo-ja.978308	A	capitalmarvel	bleu	24.309524521581295
ja-en	yahoo-ja.978308	A	XMU	bleu	23.457069895948738
ja-en	yahoo-ja.978308	A	MiSS	bleu	25.973321575369095
ja-en	yahoo-ja.978308	A	Online-A	bleu	19.929857672522303
ja-en	yahoo-ja.978308	A	NiuTrans	bleu	25.99451089127684
ja-en	yahoo-ja.978308	A	Online-B	bleu	29.88794617376218
ja-en	yahoo-ja.978308	A	IIE-MT	bleu	23.035638283402438
ja-en	yahoo-ja.978308	A	KwaiNLP	bleu	23.457069895948738
ja-en	yahoo-ja.978308	A	Illini	bleu	19.451671915833177
ja-en	yahoo-ja.979004	A	Online-G	bleu	22.64390803269381
ja-en	yahoo-ja.979004	A	HuaweiTSC	bleu	24.639203662248093
ja-en	yahoo-ja.979004	A	Facebook-AI	bleu	24.815277173632136
ja-en	yahoo-ja.979004	A	Online-Y	bleu	19.783915737098745
ja-en	yahoo-ja.979004	A	Online-W	bleu	24.115820780255905
ja-en	yahoo-ja.979004	A	movelikeajaguar	bleu	15.20788035467702
ja-en	yahoo-ja.979004	A	WeChat-AI	bleu	32.07563663602881
ja-en	yahoo-ja.979004	A	capitalmarvel	bleu	21.04287031570056
ja-en	yahoo-ja.979004	A	XMU	bleu	26.144547171714304
ja-en	yahoo-ja.979004	A	MiSS	bleu	28.55645208996899
ja-en	yahoo-ja.979004	A	Online-A	bleu	27.27306481617582
ja-en	yahoo-ja.979004	A	NiuTrans	bleu	30.972697000692577
ja-en	yahoo-ja.979004	A	Online-B	bleu	24.724469926875493
ja-en	yahoo-ja.979004	A	IIE-MT	bleu	25.97779517040323
ja-en	yahoo-ja.979004	A	KwaiNLP	bleu	26.144547171714304
ja-en	yahoo-ja.979004	A	Illini	bleu	17.242861460876306
ja-en	yahoo-ja.978598	A	Online-G	bleu	32.94696040247163
ja-en	yahoo-ja.978598	A	HuaweiTSC	bleu	33.96799311572146
ja-en	yahoo-ja.978598	A	Facebook-AI	bleu	40.994257176624764
ja-en	yahoo-ja.978598	A	Online-Y	bleu	24.452529859018714
ja-en	yahoo-ja.978598	A	Online-W	bleu	31.428591894705896
ja-en	yahoo-ja.978598	A	movelikeajaguar	bleu	33.530219054505025
ja-en	yahoo-ja.978598	A	WeChat-AI	bleu	38.42296964593
ja-en	yahoo-ja.978598	A	capitalmarvel	bleu	33.06620529387901
ja-en	yahoo-ja.978598	A	XMU	bleu	30.392466981059684
ja-en	yahoo-ja.978598	A	MiSS	bleu	43.3566961327903
ja-en	yahoo-ja.978598	A	Online-A	bleu	37.485007538972795
ja-en	yahoo-ja.978598	A	NiuTrans	bleu	33.39398172442205
ja-en	yahoo-ja.978598	A	Online-B	bleu	53.31614710480669
ja-en	yahoo-ja.978598	A	IIE-MT	bleu	33.155029664470696
ja-en	yahoo-ja.978598	A	KwaiNLP	bleu	30.392466981059684
ja-en	yahoo-ja.978598	A	Illini	bleu	26.49041105905227
ja-en	yahoo-ja.978979	A	Online-G	bleu	35.490690088824145
ja-en	yahoo-ja.978979	A	HuaweiTSC	bleu	38.99057826417089
ja-en	yahoo-ja.978979	A	Facebook-AI	bleu	36.35410644105497
ja-en	yahoo-ja.978979	A	Online-Y	bleu	29.726612128958394
ja-en	yahoo-ja.978979	A	Online-W	bleu	29.058353105358286
ja-en	yahoo-ja.978979	A	movelikeajaguar	bleu	29.30566520248161
ja-en	yahoo-ja.978979	A	WeChat-AI	bleu	39.8665956772858
ja-en	yahoo-ja.978979	A	capitalmarvel	bleu	33.61075148798508
ja-en	yahoo-ja.978979	A	XMU	bleu	39.01950057497933
ja-en	yahoo-ja.978979	A	MiSS	bleu	48.88604826538133
ja-en	yahoo-ja.978979	A	Online-A	bleu	30.321235027404217
ja-en	yahoo-ja.978979	A	NiuTrans	bleu	36.55502325299449
ja-en	yahoo-ja.978979	A	Online-B	bleu	53.1647935137512
ja-en	yahoo-ja.978979	A	IIE-MT	bleu	39.80851030968394
ja-en	yahoo-ja.978979	A	KwaiNLP	bleu	39.01950057497933
ja-en	yahoo-ja.978979	A	Illini	bleu	27.388169762303374
ja-en	yahoo-ja.978005	A	Online-G	bleu	20.95383204318007
ja-en	yahoo-ja.978005	A	HuaweiTSC	bleu	22.447879812925233
ja-en	yahoo-ja.978005	A	Facebook-AI	bleu	29.287947278768296
ja-en	yahoo-ja.978005	A	Online-Y	bleu	16.4219654040762
ja-en	yahoo-ja.978005	A	Online-W	bleu	26.577414139050678
ja-en	yahoo-ja.978005	A	movelikeajaguar	bleu	24.372424332227798
ja-en	yahoo-ja.978005	A	WeChat-AI	bleu	27.856891363840834
ja-en	yahoo-ja.978005	A	capitalmarvel	bleu	25.25354262908528
ja-en	yahoo-ja.978005	A	XMU	bleu	26.61289460418363
ja-en	yahoo-ja.978005	A	MiSS	bleu	25.053214768762114
ja-en	yahoo-ja.978005	A	Online-A	bleu	19.66867523255602
ja-en	yahoo-ja.978005	A	NiuTrans	bleu	23.98581266936965
ja-en	yahoo-ja.978005	A	Online-B	bleu	20.85820425022498
ja-en	yahoo-ja.978005	A	IIE-MT	bleu	24.58708436410474
ja-en	yahoo-ja.978005	A	KwaiNLP	bleu	26.61289460418363
ja-en	yahoo-ja.978005	A	Illini	bleu	19.841351242003014
ja-en	yahoo-ja.978109	A	Online-G	bleu	18.973514640446965
ja-en	yahoo-ja.978109	A	HuaweiTSC	bleu	22.88878549021298
ja-en	yahoo-ja.978109	A	Facebook-AI	bleu	24.309579967666515
ja-en	yahoo-ja.978109	A	Online-Y	bleu	12.71534737208985
ja-en	yahoo-ja.978109	A	Online-W	bleu	20.34569211221864
ja-en	yahoo-ja.978109	A	movelikeajaguar	bleu	15.80201923930922
ja-en	yahoo-ja.978109	A	WeChat-AI	bleu	25.774081655681353
ja-en	yahoo-ja.978109	A	capitalmarvel	bleu	22.921039138110313
ja-en	yahoo-ja.978109	A	XMU	bleu	21.102257538518536
ja-en	yahoo-ja.978109	A	MiSS	bleu	22.24743716777121
ja-en	yahoo-ja.978109	A	Online-A	bleu	16.896323615964498
ja-en	yahoo-ja.978109	A	NiuTrans	bleu	22.44062718533643
ja-en	yahoo-ja.978109	A	Online-B	bleu	20.480516976091824
ja-en	yahoo-ja.978109	A	IIE-MT	bleu	21.032960404761273
ja-en	yahoo-ja.978109	A	KwaiNLP	bleu	21.102257538518536
ja-en	yahoo-ja.978109	A	Illini	bleu	14.426302333314613
ja-en	hokkaido_shimbun-ja.29751	A	Online-G	bleu	23.688712765046155
ja-en	hokkaido_shimbun-ja.29751	A	HuaweiTSC	bleu	21.372447762415835
ja-en	hokkaido_shimbun-ja.29751	A	Facebook-AI	bleu	25.52452432462224
ja-en	hokkaido_shimbun-ja.29751	A	Online-Y	bleu	23.290198007519518
ja-en	hokkaido_shimbun-ja.29751	A	Online-W	bleu	31.88789545554621
ja-en	hokkaido_shimbun-ja.29751	A	movelikeajaguar	bleu	23.316856701369957
ja-en	hokkaido_shimbun-ja.29751	A	WeChat-AI	bleu	23.99544902220239
ja-en	hokkaido_shimbun-ja.29751	A	capitalmarvel	bleu	21.184336976359873
ja-en	hokkaido_shimbun-ja.29751	A	XMU	bleu	21.46493043343964
ja-en	hokkaido_shimbun-ja.29751	A	MiSS	bleu	24.172338476188106
ja-en	hokkaido_shimbun-ja.29751	A	Online-A	bleu	21.854672581975805
ja-en	hokkaido_shimbun-ja.29751	A	NiuTrans	bleu	25.859288173733038
ja-en	hokkaido_shimbun-ja.29751	A	Online-B	bleu	24.656971187610097
ja-en	hokkaido_shimbun-ja.29751	A	IIE-MT	bleu	20.072402304932424
ja-en	hokkaido_shimbun-ja.29751	A	KwaiNLP	bleu	21.46493043343964
ja-en	hokkaido_shimbun-ja.29751	A	Illini	bleu	13.859112551793586
ja-en	yahoo-ja.979490	A	Online-G	bleu	7.306539223229306
ja-en	yahoo-ja.979490	A	HuaweiTSC	bleu	11.720118905397863
ja-en	yahoo-ja.979490	A	Facebook-AI	bleu	13.502674572759211
ja-en	yahoo-ja.979490	A	Online-Y	bleu	6.821893372139893
ja-en	yahoo-ja.979490	A	Online-W	bleu	9.740618393831603
ja-en	yahoo-ja.979490	A	movelikeajaguar	bleu	6.9932588764422485
ja-en	yahoo-ja.979490	A	WeChat-AI	bleu	14.863580809164885
ja-en	yahoo-ja.979490	A	capitalmarvel	bleu	12.654222286957623
ja-en	yahoo-ja.979490	A	XMU	bleu	14.2560516224921
ja-en	yahoo-ja.979490	A	MiSS	bleu	9.88663720015499
ja-en	yahoo-ja.979490	A	Online-A	bleu	8.198808195432756
ja-en	yahoo-ja.979490	A	NiuTrans	bleu	15.211855443829167
ja-en	yahoo-ja.979490	A	Online-B	bleu	10.06374676381013
ja-en	yahoo-ja.979490	A	IIE-MT	bleu	13.93553577574861
ja-en	yahoo-ja.979490	A	KwaiNLP	bleu	14.2560516224921
ja-en	yahoo-ja.979490	A	Illini	bleu	7.125552478548615
ja-en	hokkaido_shimbun-ja.29763	A	Online-G	bleu	16.189026483721815
ja-en	hokkaido_shimbun-ja.29763	A	HuaweiTSC	bleu	25.743575731390465
ja-en	hokkaido_shimbun-ja.29763	A	Facebook-AI	bleu	20.14857241343118
ja-en	hokkaido_shimbun-ja.29763	A	Online-Y	bleu	16.83720492882943
ja-en	hokkaido_shimbun-ja.29763	A	Online-W	bleu	19.094026111479426
ja-en	hokkaido_shimbun-ja.29763	A	movelikeajaguar	bleu	16.021806990553344
ja-en	hokkaido_shimbun-ja.29763	A	WeChat-AI	bleu	20.905341863437588
ja-en	hokkaido_shimbun-ja.29763	A	capitalmarvel	bleu	24.030283014779254
ja-en	hokkaido_shimbun-ja.29763	A	XMU	bleu	16.490725400414753
ja-en	hokkaido_shimbun-ja.29763	A	MiSS	bleu	22.11228567116814
ja-en	hokkaido_shimbun-ja.29763	A	Online-A	bleu	12.784342459692988
ja-en	hokkaido_shimbun-ja.29763	A	NiuTrans	bleu	25.49045421814204
ja-en	hokkaido_shimbun-ja.29763	A	Online-B	bleu	21.37411894397837
ja-en	hokkaido_shimbun-ja.29763	A	IIE-MT	bleu	18.374916638176998
ja-en	hokkaido_shimbun-ja.29763	A	KwaiNLP	bleu	16.490725400414753
ja-en	hokkaido_shimbun-ja.29763	A	Illini	bleu	10.220978114692953
ja-en	ube_nippo_shimbun-ja.2979	A	Online-G	bleu	22.16782965693049
ja-en	ube_nippo_shimbun-ja.2979	A	HuaweiTSC	bleu	31.351765463740218
ja-en	ube_nippo_shimbun-ja.2979	A	Facebook-AI	bleu	38.46589374784086
ja-en	ube_nippo_shimbun-ja.2979	A	Online-Y	bleu	19.11887353325244
ja-en	ube_nippo_shimbun-ja.2979	A	Online-W	bleu	28.203790332217118
ja-en	ube_nippo_shimbun-ja.2979	A	movelikeajaguar	bleu	25.219516053012388
ja-en	ube_nippo_shimbun-ja.2979	A	WeChat-AI	bleu	36.17716572369988
ja-en	ube_nippo_shimbun-ja.2979	A	capitalmarvel	bleu	31.86700336652095
ja-en	ube_nippo_shimbun-ja.2979	A	XMU	bleu	32.96874941453245
ja-en	ube_nippo_shimbun-ja.2979	A	MiSS	bleu	28.29564068140161
ja-en	ube_nippo_shimbun-ja.2979	A	Online-A	bleu	24.799896887394905
ja-en	ube_nippo_shimbun-ja.2979	A	NiuTrans	bleu	34.714487361819394
ja-en	ube_nippo_shimbun-ja.2979	A	Online-B	bleu	26.564673813886632
ja-en	ube_nippo_shimbun-ja.2979	A	IIE-MT	bleu	35.53777456022129
ja-en	ube_nippo_shimbun-ja.2979	A	KwaiNLP	bleu	32.96874941453245
ja-en	ube_nippo_shimbun-ja.2979	A	Illini	bleu	15.727645934836813
ja-en	yahoo-ja.977696	A	Online-G	bleu	29.130641134472913
ja-en	yahoo-ja.977696	A	HuaweiTSC	bleu	24.164157510897205
ja-en	yahoo-ja.977696	A	Facebook-AI	bleu	24.284468863622973
ja-en	yahoo-ja.977696	A	Online-Y	bleu	20.4265888395307
ja-en	yahoo-ja.977696	A	Online-W	bleu	24.431787392014304
ja-en	yahoo-ja.977696	A	movelikeajaguar	bleu	25.852032712876994
ja-en	yahoo-ja.977696	A	WeChat-AI	bleu	31.000233812228654
ja-en	yahoo-ja.977696	A	capitalmarvel	bleu	20.873702963842494
ja-en	yahoo-ja.977696	A	XMU	bleu	29.546175728746533
ja-en	yahoo-ja.977696	A	MiSS	bleu	25.15309687697084
ja-en	yahoo-ja.977696	A	Online-A	bleu	22.736924864676787
ja-en	yahoo-ja.977696	A	NiuTrans	bleu	28.884346309000794
ja-en	yahoo-ja.977696	A	Online-B	bleu	26.40697332581252
ja-en	yahoo-ja.977696	A	IIE-MT	bleu	27.178390126680846
ja-en	yahoo-ja.977696	A	KwaiNLP	bleu	29.546175728746533
ja-en	yahoo-ja.977696	A	Illini	bleu	22.54253747244742
ja-en	yahoo-ja.977869	A	Online-G	bleu	20.79231757556763
ja-en	yahoo-ja.977869	A	HuaweiTSC	bleu	26.569019811131355
ja-en	yahoo-ja.977869	A	Facebook-AI	bleu	25.149511144697385
ja-en	yahoo-ja.977869	A	Online-Y	bleu	17.283304872094963
ja-en	yahoo-ja.977869	A	Online-W	bleu	21.89087130693773
ja-en	yahoo-ja.977869	A	movelikeajaguar	bleu	21.509568368879627
ja-en	yahoo-ja.977869	A	WeChat-AI	bleu	24.404403739274024
ja-en	yahoo-ja.977869	A	capitalmarvel	bleu	21.548206932830222
ja-en	yahoo-ja.977869	A	XMU	bleu	23.867653951341804
ja-en	yahoo-ja.977869	A	MiSS	bleu	22.5568072692911
ja-en	yahoo-ja.977869	A	Online-A	bleu	20.43573771800387
ja-en	yahoo-ja.977869	A	NiuTrans	bleu	23.022759349577534
ja-en	yahoo-ja.977869	A	Online-B	bleu	21.330224195858285
ja-en	yahoo-ja.977869	A	IIE-MT	bleu	23.513215833727504
ja-en	yahoo-ja.977869	A	KwaiNLP	bleu	23.867653951341804
ja-en	yahoo-ja.977869	A	Illini	bleu	20.722843396751347
ja-en	yahoo-ja.977988	A	Online-G	bleu	21.90044277626157
ja-en	yahoo-ja.977988	A	HuaweiTSC	bleu	27.12307329249047
ja-en	yahoo-ja.977988	A	Facebook-AI	bleu	26.935386399567893
ja-en	yahoo-ja.977988	A	Online-Y	bleu	15.706181708417201
ja-en	yahoo-ja.977988	A	Online-W	bleu	25.164600013060102
ja-en	yahoo-ja.977988	A	movelikeajaguar	bleu	23.363945241199104
ja-en	yahoo-ja.977988	A	WeChat-AI	bleu	28.072748812760118
ja-en	yahoo-ja.977988	A	capitalmarvel	bleu	24.89534092357714
ja-en	yahoo-ja.977988	A	XMU	bleu	23.69584166584767
ja-en	yahoo-ja.977988	A	MiSS	bleu	25.385473079104855
ja-en	yahoo-ja.977988	A	Online-A	bleu	21.232125718361306
ja-en	yahoo-ja.977988	A	NiuTrans	bleu	25.376302732390297
ja-en	yahoo-ja.977988	A	Online-B	bleu	26.861309550292457
ja-en	yahoo-ja.977988	A	IIE-MT	bleu	23.719217366259176
ja-en	yahoo-ja.977988	A	KwaiNLP	bleu	23.69584166584767
ja-en	yahoo-ja.977988	A	Illini	bleu	22.11277190962147
ja-en	yahoo-ja.978693	A	Online-G	bleu	24.446611655999295
ja-en	yahoo-ja.978693	A	HuaweiTSC	bleu	46.56885886209088
ja-en	yahoo-ja.978693	A	Facebook-AI	bleu	43.49037836004173
ja-en	yahoo-ja.978693	A	Online-Y	bleu	27.975323611774407
ja-en	yahoo-ja.978693	A	Online-W	bleu	39.308163432708405
ja-en	yahoo-ja.978693	A	movelikeajaguar	bleu	36.75722129978436
ja-en	yahoo-ja.978693	A	WeChat-AI	bleu	49.539826796919876
ja-en	yahoo-ja.978693	A	capitalmarvel	bleu	35.98788980911826
ja-en	yahoo-ja.978693	A	XMU	bleu	39.17139382935598
ja-en	yahoo-ja.978693	A	MiSS	bleu	49.46250726577295
ja-en	yahoo-ja.978693	A	Online-A	bleu	38.62724275922085
ja-en	yahoo-ja.978693	A	NiuTrans	bleu	43.513918525250105
ja-en	yahoo-ja.978693	A	Online-B	bleu	53.36552875180374
ja-en	yahoo-ja.978693	A	IIE-MT	bleu	41.46893439328961
ja-en	yahoo-ja.978693	A	KwaiNLP	bleu	39.17139382935598
ja-en	yahoo-ja.978693	A	Illini	bleu	27.827295748319486
ja-en	shizuoka_shimbun-ja.45566	A	Online-G	bleu	18.397172488590453
ja-en	shizuoka_shimbun-ja.45566	A	HuaweiTSC	bleu	35.72863769989673
ja-en	shizuoka_shimbun-ja.45566	A	Facebook-AI	bleu	37.5219491437571
ja-en	shizuoka_shimbun-ja.45566	A	Online-Y	bleu	22.183915579371337
ja-en	shizuoka_shimbun-ja.45566	A	Online-W	bleu	30.932985017035666
ja-en	shizuoka_shimbun-ja.45566	A	movelikeajaguar	bleu	22.016438596227268
ja-en	shizuoka_shimbun-ja.45566	A	WeChat-AI	bleu	36.394738153517096
ja-en	shizuoka_shimbun-ja.45566	A	capitalmarvel	bleu	32.85326002496811
ja-en	shizuoka_shimbun-ja.45566	A	XMU	bleu	34.36394936091763
ja-en	shizuoka_shimbun-ja.45566	A	MiSS	bleu	30.36284708536779
ja-en	shizuoka_shimbun-ja.45566	A	Online-A	bleu	24.63054553516167
ja-en	shizuoka_shimbun-ja.45566	A	NiuTrans	bleu	37.05624688995733
ja-en	shizuoka_shimbun-ja.45566	A	Online-B	bleu	27.20329195331779
ja-en	shizuoka_shimbun-ja.45566	A	IIE-MT	bleu	33.07995130059667
ja-en	shizuoka_shimbun-ja.45566	A	KwaiNLP	bleu	34.36394936091763
ja-en	shizuoka_shimbun-ja.45566	A	Illini	bleu	19.272925387125266
ja-en	yahoo-ja.978071	A	Online-G	bleu	20.85358904726307
ja-en	yahoo-ja.978071	A	HuaweiTSC	bleu	24.609414310461435
ja-en	yahoo-ja.978071	A	Facebook-AI	bleu	24.060501927326147
ja-en	yahoo-ja.978071	A	Online-Y	bleu	17.320704496936706
ja-en	yahoo-ja.978071	A	Online-W	bleu	23.560457572619967
ja-en	yahoo-ja.978071	A	movelikeajaguar	bleu	20.569540375955402
ja-en	yahoo-ja.978071	A	WeChat-AI	bleu	25.975257813876283
ja-en	yahoo-ja.978071	A	capitalmarvel	bleu	23.92658608054593
ja-en	yahoo-ja.978071	A	XMU	bleu	24.353490987930854
ja-en	yahoo-ja.978071	A	MiSS	bleu	27.04850973244501
ja-en	yahoo-ja.978071	A	Online-A	bleu	21.33547911529665
ja-en	yahoo-ja.978071	A	NiuTrans	bleu	22.423716112194676
ja-en	yahoo-ja.978071	A	Online-B	bleu	25.92643160438099
ja-en	yahoo-ja.978071	A	IIE-MT	bleu	26.215082719410468
ja-en	yahoo-ja.978071	A	KwaiNLP	bleu	24.353490987930854
ja-en	yahoo-ja.978071	A	Illini	bleu	19.042954564182093
ja-en	yahoo-ja.978203	A	Online-G	bleu	27.77725423878473
ja-en	yahoo-ja.978203	A	HuaweiTSC	bleu	32.724702823427414
ja-en	yahoo-ja.978203	A	Facebook-AI	bleu	37.57960455262674
ja-en	yahoo-ja.978203	A	Online-Y	bleu	26.221455660966015
ja-en	yahoo-ja.978203	A	Online-W	bleu	30.502237813735974
ja-en	yahoo-ja.978203	A	movelikeajaguar	bleu	25.341708392475102
ja-en	yahoo-ja.978203	A	WeChat-AI	bleu	30.935259493420162
ja-en	yahoo-ja.978203	A	capitalmarvel	bleu	26.14992028200853
ja-en	yahoo-ja.978203	A	XMU	bleu	33.21061536224022
ja-en	yahoo-ja.978203	A	MiSS	bleu	39.531551690673915
ja-en	yahoo-ja.978203	A	Online-A	bleu	27.29685686870481
ja-en	yahoo-ja.978203	A	NiuTrans	bleu	31.065032724047544
ja-en	yahoo-ja.978203	A	Online-B	bleu	32.25358440726565
ja-en	yahoo-ja.978203	A	IIE-MT	bleu	32.00872535153848
ja-en	yahoo-ja.978203	A	KwaiNLP	bleu	33.21061536224022
ja-en	yahoo-ja.978203	A	Illini	bleu	21.58792912484137
ja-en	yahoo-ja.977854	A	Online-G	bleu	21.55374510316755
ja-en	yahoo-ja.977854	A	HuaweiTSC	bleu	23.50891341983129
ja-en	yahoo-ja.977854	A	Facebook-AI	bleu	25.845805465530315
ja-en	yahoo-ja.977854	A	Online-Y	bleu	20.85898273012823
ja-en	yahoo-ja.977854	A	Online-W	bleu	23.02218809784157
ja-en	yahoo-ja.977854	A	movelikeajaguar	bleu	20.54991603818299
ja-en	yahoo-ja.977854	A	WeChat-AI	bleu	26.546939902603075
ja-en	yahoo-ja.977854	A	capitalmarvel	bleu	20.402795148641523
ja-en	yahoo-ja.977854	A	XMU	bleu	22.86748770191464
ja-en	yahoo-ja.977854	A	MiSS	bleu	25.763300837261777
ja-en	yahoo-ja.977854	A	Online-A	bleu	19.352219010497265
ja-en	yahoo-ja.977854	A	NiuTrans	bleu	24.43965394826135
ja-en	yahoo-ja.977854	A	Online-B	bleu	24.392328967711165
ja-en	yahoo-ja.977854	A	IIE-MT	bleu	23.990958326439596
ja-en	yahoo-ja.977854	A	KwaiNLP	bleu	22.86748770191464
ja-en	yahoo-ja.977854	A	Illini	bleu	15.8368858547925
ja-en	yahoo-ja.978901	A	Online-G	bleu	16.006313555219226
ja-en	yahoo-ja.978901	A	HuaweiTSC	bleu	21.927467630326678
ja-en	yahoo-ja.978901	A	Facebook-AI	bleu	25.044076300023004
ja-en	yahoo-ja.978901	A	Online-Y	bleu	13.211487642920668
ja-en	yahoo-ja.978901	A	Online-W	bleu	20.278623878522172
ja-en	yahoo-ja.978901	A	movelikeajaguar	bleu	15.89736969430691
ja-en	yahoo-ja.978901	A	WeChat-AI	bleu	27.407827588126064
ja-en	yahoo-ja.978901	A	capitalmarvel	bleu	23.354361417714866
ja-en	yahoo-ja.978901	A	XMU	bleu	17.892596003007114
ja-en	yahoo-ja.978901	A	MiSS	bleu	24.767846605236734
ja-en	yahoo-ja.978901	A	Online-A	bleu	20.746087104696525
ja-en	yahoo-ja.978901	A	NiuTrans	bleu	23.839919008543593
ja-en	yahoo-ja.978901	A	Online-B	bleu	31.41877264601331
ja-en	yahoo-ja.978901	A	IIE-MT	bleu	19.253809596233683
ja-en	yahoo-ja.978901	A	KwaiNLP	bleu	17.892596003007114
ja-en	yahoo-ja.978901	A	Illini	bleu	12.479097162461208
ja-en	yahoo-ja.979458	A	Online-G	bleu	27.116585716001012
ja-en	yahoo-ja.979458	A	HuaweiTSC	bleu	25.965768218012055
ja-en	yahoo-ja.979458	A	Facebook-AI	bleu	28.626618093130237
ja-en	yahoo-ja.979458	A	Online-Y	bleu	18.04220576979007
ja-en	yahoo-ja.979458	A	Online-W	bleu	19.513189207512674
ja-en	yahoo-ja.979458	A	movelikeajaguar	bleu	18.636477425067188
ja-en	yahoo-ja.979458	A	WeChat-AI	bleu	29.34399836247588
ja-en	yahoo-ja.979458	A	capitalmarvel	bleu	23.56166251888588
ja-en	yahoo-ja.979458	A	XMU	bleu	24.30043692227242
ja-en	yahoo-ja.979458	A	MiSS	bleu	25.90263150579653
ja-en	yahoo-ja.979458	A	Online-A	bleu	19.62030935234739
ja-en	yahoo-ja.979458	A	NiuTrans	bleu	34.628877854670975
ja-en	yahoo-ja.979458	A	Online-B	bleu	26.059113165850043
ja-en	yahoo-ja.979458	A	IIE-MT	bleu	25.696886227112707
ja-en	yahoo-ja.979458	A	KwaiNLP	bleu	24.30043692227242
ja-en	yahoo-ja.979458	A	Illini	bleu	19.682290578743846
ja-en	sanyo_shimbun-ja.6160	A	Online-G	bleu	16.595657335387187
ja-en	sanyo_shimbun-ja.6160	A	HuaweiTSC	bleu	23.00850120961189
ja-en	sanyo_shimbun-ja.6160	A	Facebook-AI	bleu	23.943009544096235
ja-en	sanyo_shimbun-ja.6160	A	Online-Y	bleu	13.74686693970121
ja-en	sanyo_shimbun-ja.6160	A	Online-W	bleu	23.148222378643695
ja-en	sanyo_shimbun-ja.6160	A	movelikeajaguar	bleu	17.77398420293193
