HITId WorkerId  src trg item  hit work-seconds  accept  submit  approval
3IKDQS3DQE0Z1Q7G4898UEI39MOICD M0013 cs en ad 4 931.0 "Tue Sep 07 16:41:01 2021" "Tue Sep 07 16:56:32 2021" Submitted
3JMNNNO3B14443ZJWWOHJSIPC692WV M1396 cs en ad 5 515.0 "Tue Sep 07 09:01:57 2021" "Tue Sep 07 09:10:32 2021" Submitted
3P458N04Q1HJT34961K3LBWWL8F2XO M0985 cs en ad 10 4277.0 "Tue Sep 07 09:04:16 2021" "Tue Sep 07 10:15:33 2021" Submitted
3CVDZS288H0S0LHHGPX1UDANN80FM1 M1208 cs en ad 14 3906.0 "Tue Sep 07 08:48:02 2021" "Tue Sep 07 09:53:08 2021" Submitted
35NNO802AVWISU47TYIMAPCF8Q2NI0 M1061 cs en ad 15 3648.0 "Tue Sep 07 10:10:26 2021" "Tue Sep 07 11:11:14 2021" Submitted
351S7I5UG9WEN5ODBG3MMQRFL5RNJC M0084 cs en ad 16 2084.0 "Tue Sep 07 14:09:34 2021" "Tue Sep 07 14:44:18 2021" Submitted
363A7XIFV4MGUHUIJ1C038I9HLZAV0 M1463 cs en ad 17 1978.0 "Tue Sep 07 14:37:23 2021" "Tue Sep 07 15:10:21 2021" Submitted
3G4VVJO6PZG91A689GGQRUWN09SKP4 M0995 cs en ad 27 814.0 "Tue Sep 07 08:53:29 2021" "Tue Sep 07 09:07:03 2021" Submitted
3M0556243SKYI32HSQC17SZNSYAFN1 M0146 cs en ad 28 3724.0 "Tue Sep 07 10:23:08 2021" "Tue Sep 07 11:25:12 2021" Submitted
3M47JKRKCX1HW3M2LVKEVPWFA48863 M0471 cs en ad 29 4121.0 "Tue Sep 07 08:42:42 2021" "Tue Sep 07 09:51:23 2021" Submitted
3Q9SPIIRWJMT96UN9BHWPA1NOU1AWA M0414 cs en ad 30 4730.0 "Tue Sep 07 08:42:38 2021" "Tue Sep 07 10:01:28 2021" Submitted
3J6BHNX0U9S9YPUVT13YN5RS0URNKB M0457 cs en ad 34 6239.0 "Tue Sep 07 08:50:29 2021" "Tue Sep 07 10:34:28 2021" Submitted
356TQKY9XFX0030745P613WB5FS872 M0457 cs en ad 39 3593.0 "Tue Sep 07 08:46:07 2021" "Tue Sep 07 09:46:00 2021" Submitted
3WRAAIUSBJZ8Y6ZDJGDIRTFUXW7AX3 M0371 cs en ad 41 255.0 "Tue Sep 07 11:00:53 2021" "Tue Sep 07 11:05:08 2021" Submitted
37MQ8Z1JQEW8T8UJBX654P35NE92YU M0495 cs en ad 42 568.0 "Tue Sep 07 13:03:11 2021" "Tue Sep 07 13:12:39 2021" Submitted
3NSCTNUR2ZNZWNF3DAUNZAOA4XX5AO M0765 cs en ad 46 3148.0 "Tue Sep 07 10:24:35 2021" "Tue Sep 07 11:17:03 2021" Submitted
3P7QK0GJ3TL8YY4O7J8OIWC7T8D2ZL M1545 cs en ad 50 164.0 "Tue Sep 07 10:50:00 2021" "Tue Sep 07 10:52:44 2021" Submitted
375VMB7D4JJ96IDU444JEK0LUM0IDD M0499 cs en ad 51 4973.0 "Tue Sep 07 10:36:33 2021" "Tue Sep 07 11:59:26 2021" Submitted
3EFNPKWBMSO0HVUH7P91V7EDHFU305 M1009 cs en ad 52 6169.0 "Tue Sep 07 08:42:39 2021" "Tue Sep 07 10:25:28 2021" Submitted
3MIVREZQVHYU1M7N9TVFRZMX55EKQV M1028 cs en ad 55 6020.0 "Tue Sep 07 09:08:24 2021" "Tue Sep 07 10:48:44 2021" Submitted
3RSBJ6YZECQG0O2TT5CEMHZSI8FFOG M0968 cs en ad 56 2072.0 "Tue Sep 07 08:45:09 2021" "Tue Sep 07 09:19:41 2021" Submitted
3NZ1E5QA6Z14FXKVJOUJUL8GMFI5BJ M0457 cs en ad 59 3462.0 "Tue Sep 07 08:46:29 2021" "Tue Sep 07 09:44:11 2021" Submitted
3E9VAUV7BWEXYBPNOCZKA7M3Z21AY9 M0768 cs en ad 61 728.0 "Tue Sep 07 11:08:48 2021" "Tue Sep 07 11:20:56 2021" Submitted
30IRMPJWDZJUDNMNM8KFWPW21RGKRW M0481 cs en ad 62 1288.0 "Tue Sep 07 08:42:41 2021" "Tue Sep 07 09:04:09 2021" Submitted
37S0QRNUFBG40H5QEAHCF3S6GZY88P M0146 cs en ad 64 570.0 "Tue Sep 07 10:05:35 2021" "Tue Sep 07 10:15:05 2021" Submitted
3X52SWXE0X5H2LRLTPDNV5RBOXMCWE M0265 cs en ad 65 2761.0 "Tue Sep 07 08:42:43 2021" "Tue Sep 07 09:28:44 2021" Submitted
30EMX9PEVKJ6E2M01XKKMZ1YNTZKSK M0437 cs en ad 69 681.0 "Tue Sep 07 08:48:02 2021" "Tue Sep 07 08:59:23 2021" Submitted
3SNR5F7R92TEYORU0ZF3K2I6UY1IE6 M1537 cs en ad 74 5890.0 "Tue Sep 07 09:33:07 2021" "Tue Sep 07 11:11:17 2021" Submitted
3TZ0XG8CBUK4EMO0J2NQFZNH05G89E M0961 cs en ad 76 659.0 "Tue Sep 07 08:42:44 2021" "Tue Sep 07 08:53:43 2021" Submitted
3OPLMF3EU5NKIVCDE1FZ2547PUWNLE M0626 cs en ad 79 428.0 "Tue Sep 07 08:42:41 2021" "Tue Sep 07 08:49:49 2021" Submitted
3JYPJ2TAYI8YLOEU85PTBH4ISDBFPX M0957 cs en ad 82 251.0 "Tue Sep 07 10:29:07 2021" "Tue Sep 07 10:33:18 2021" Submitted
3AJA9FLWSCY642RQVAZ92K366ZGIFO M0364 cs en ad 85 2437.0 "Tue Sep 07 09:13:36 2021" "Tue Sep 07 09:54:13 2021" Submitted
3PCPFX4U40QJL0F98I4IBMUSX9XFQO M1190 cs en ad 86 504.0 "Tue Sep 07 15:14:11 2021" "Tue Sep 07 15:22:35 2021" Submitted
3D17ECOUOEV0OKFZ38D19CXNM70318 M1663 cs en ad 87 1420.0 "Tue Sep 07 08:42:40 2021" "Tue Sep 07 09:06:20 2021" Submitted
3ZLW647WALV7D5XVMCDFEV7SEDE32P M0795 cs en ad 89 817.0 "Tue Sep 07 08:42:39 2021" "Tue Sep 07 08:56:16 2021" Submitted
37ZQELHEQ0Y4ODUYEDGE2IJWPZMNMG M0418 cs en ad 99 2105.0 "Tue Sep 07 08:42:46 2021" "Tue Sep 07 09:17:51 2021" Submitted
3H4IKZHALBIA6VFYQEVEFX8WUPWNNG M0024 cs en ad 101 1851.0 "Tue Sep 07 10:53:48 2021" "Tue Sep 07 11:24:39 2021" Submitted
33CLA8O0MIBJX1U9LXTIGC4XTVZFRP M1046 cs en ad 106 5909.0 "Tue Sep 07 12:54:11 2021" "Tue Sep 07 14:32:40 2021" Submitted
33NKDW9FFXIWRLWB3U99XO5IXZSCX7 M0481 cs en ad 109 6274.0 "Tue Sep 07 08:42:42 2021" "Tue Sep 07 10:27:16 2021" Submitted
338GLSUI43BVYGUM0MTN6M9TFXIFSD M1020 cs en ad 114 835.0 "Tue Sep 07 08:42:46 2021" "Tue Sep 07 08:56:41 2021" Submitted
362E9TQF2HQCI2NL6U5RK53I7EGIGN M1194 cs en ad 119 808.0 "Tue Sep 07 08:42:42 2021" "Tue Sep 07 08:56:10 2021" Submitted
3UOMW19E6D6NP2C1XOQE55EY40I5CQ M1491 cs en ad 120 5363.0 "Tue Sep 07 10:55:31 2021" "Tue Sep 07 12:24:54 2021" Submitted
3Z3R5YC0P3NWDG71PMYDGR5FHGWFT2 M0379 cs en ad 121 3796.0 "Tue Sep 07 10:43:37 2021" "Tue Sep 07 11:46:53 2021" Submitted
3J94SKDEKIPXUUIFXKLPPBWGP0U5DQ M0842 cs en ad 122 1369.0 "Tue Sep 07 09:02:41 2021" "Tue Sep 07 09:25:30 2021" Submitted
3W9XHF7WGKV7T2ZFQXPAW4XKPCDKT9 M1440 cs en ad 125 4562.0 "Tue Sep 07 12:49:05 2021" "Tue Sep 07 14:05:07 2021" Submitted
30Z7M1Q8UYKIJ5Y5B81QBUY16NY8AT M1686 cs en ad 126 3455.0 "Tue Sep 07 10:42:40 2021" "Tue Sep 07 11:40:15 2021" Submitted
3JAOYN9IHL2WYNTEQCRKX5CKKRE330 M0371 cs en ad 129 727.0 "Tue Sep 07 09:10:17 2021" "Tue Sep 07 09:22:24 2021" Submitted
3WUVMVA7OB3X31ZSKY13OEV55W5AZ0 M1187 cs en ad 130 648.0 "Tue Sep 07 08:42:40 2021" "Tue Sep 07 08:53:28 2021" Submitted
3L55D8AUFAXLRQML8QVBG2CRZ5MCYD M0468 cs en ad 131 5096.0 "Tue Sep 07 10:39:29 2021" "Tue Sep 07 12:04:25 2021" Submitted
306W7JMRYYYN2F3XHM1M65I7O5J8BO M0405 cs en ad 132 901.0 "Tue Sep 07 08:42:45 2021" "Tue Sep 07 08:57:46 2021" Submitted
3RKHNXPHGWWMTFE4Q2FK10JM8QKKU0 M1640 cs en ad 133 1116.0 "Tue Sep 07 08:42:39 2021" "Tue Sep 07 09:01:15 2021" Submitted
34R0BODSP1Z2M0WFTFW9VTE1PCV5EJ M0385 cs en ad 134 2501.0 "Tue Sep 07 10:07:49 2021" "Tue Sep 07 10:49:30 2021" Submitted
37VHPF5VYC36CKV3VMXHHPOP6QJ8CV M0427 cs en ad 140 5666.0 "Tue Sep 07 21:14:14 2021" "Tue Sep 07 22:48:40 2021" Submitted
3P6ENY9P79WQIYIWQ0N955FJMETIHM M0561 cs en ad 141 1893.0 "Tue Sep 07 08:42:43 2021" "Tue Sep 07 09:14:16 2021" Submitted
324N5FAHSXBM6U34VSPPXML5MXTKVP M1479 cs en ad 142 489.0 "Tue Sep 07 10:13:07 2021" "Tue Sep 07 10:21:16 2021" Submitted
301KG0KX9CLM7D4U1X2HIP82XIPH23 M0440 ja en ad 76 62.0 "Fri Sep 10 10:32:05 2021" "Fri Sep 10 10:33:07 2021" Submitted
302U8RURJZ1NE0O7S5H5PE29GSRVNY M1346 ja en ad 44 5827.0 "Fri Sep 10 02:43:45 2021" "Fri Sep 10 04:20:52 2021" Submitted
30OITAWPBQ3X7XPTM6HWSCGG3OZH9V M0048 ja en ad 134 279.0 "Fri Sep 10 06:30:42 2021" "Fri Sep 10 06:35:21 2021" Submitted
30QQTY5GMKKYY07K78QBXVE026DU7X M0730 ja en ad 128 1917.0 "Fri Sep 10 06:26:30 2021" "Fri Sep 10 06:58:27 2021" Submitted
30Y6N4AHYPWMZHGDURYSSC1CHICRDJ M0174 ja en ad 165 2088.0 "Fri Sep 10 05:20:47 2021" "Fri Sep 10 05:55:35 2021" Submitted
3126F2F5F836FAEYDU5NTZJIGCPEP7 M1494 ja en ad 125 791.0 "Fri Sep 10 10:03:03 2021" "Fri Sep 10 10:16:14 2021" Submitted
31ANT7FQN82E6ANHJG4FGWBEHSGH54 M0411 ja en ad 105 3179.0 "Fri Sep 10 03:06:44 2021" "Fri Sep 10 03:59:43 2021" Submitted
31HLTCK4BLVH487L514AZUTCFG5GVB M1362 ja en ad 23 1034.0 "Fri Sep 10 09:02:51 2021" "Fri Sep 10 09:20:05 2021" Submitted
31ODACBENUFSP5KVE24HILD7MZKQSB M0132 ja en ad 253 2220.0 "Fri Sep 10 10:25:32 2021" "Fri Sep 10 11:02:32 2021" Submitted
31S7M7DAGGQID8HXBX1BB4AZECBLT6 M0875 ja en ad 35 1741.0 "Fri Sep 10 09:29:12 2021" "Fri Sep 10 09:58:13 2021" Submitted
31SIZS5W59FGOQKIZD4CSB8B0X1QRN M0645 ja en ad 249 1874.0 "Fri Sep 10 05:45:00 2021" "Fri Sep 10 06:16:14 2021" Submitted
32204AGAABCCM7C10CN6KT2371UHGM M0440 ja en ad 187 22.0 "Fri Sep 10 10:56:41 2021" "Fri Sep 10 10:57:03 2021" Submitted
329E6HTMSW22UL1LBIJJERTMVDTK3L M0769 ja en ad 93 2258.0 "Fri Sep 10 08:06:55 2021" "Fri Sep 10 08:44:33 2021" Submitted
32CAVSKPCEPKNESIIS92WLNNZKDU10 M0995 ja en ad 65 483.0 "Fri Sep 10 02:46:10 2021" "Fri Sep 10 02:54:13 2021" Submitted
32CXT5U14G32YEC3HDIHBVAVDQJU8K M0882 ja en ad 129 967.0 "Fri Sep 10 02:47:25 2021" "Fri Sep 10 03:03:32 2021" Submitted
32FESTC2NHQ4AH2GYPYMDH6E3H4UCQ M0529 ja en ad 164 4561.0 "Fri Sep 10 11:57:29 2021" "Fri Sep 10 13:13:30 2021" Submitted
32LAQ1JNT9PLWY4RKBTC2R6IR34TU8 M1414 ja en ad 18 193.0 "Fri Sep 10 11:14:54 2021" "Fri Sep 10 11:18:07 2021" Submitted
32W3UF2EZOL5TJ81JJ740D8K44GC4L M1300 ja en ad 50 5518.0 "Fri Sep 10 07:30:40 2021" "Fri Sep 10 09:02:38 2021" Submitted
32ZCLEW0BZKEQQ0QRVGEQFWALKLJPX M0474 ja en ad 216 2172.0 "Fri Sep 10 09:23:23 2021" "Fri Sep 10 09:59:35 2021" Submitted
334ZEL5JX6FP4T7FZPCDTGI77Y2OS1 M0073 ja en ad 101 405.0 "Fri Sep 10 11:01:41 2021" "Fri Sep 10 11:08:26 2021" Submitted
335HHSX8CD59AN2AYMMYE8Z6U9EHDC M1397 ja en ad 171 1791.0 "Fri Sep 10 12:16:43 2021" "Fri Sep 10 12:46:34 2021" Submitted
335VBRURDJ0LNNYRW59Q79J3B87E9C M1174 ja en ad 230 1028.0 "Fri Sep 10 07:34:20 2021" "Fri Sep 10 07:51:28 2021" Submitted
336OE47KI2KD1UXLK68SLXF094VVWP M0769 ja en ad 124 2425.0 "Fri Sep 10 09:41:53 2021" "Fri Sep 10 10:22:18 2021" Submitted
338431Z1FLFD3E72K0C836DBLWJORD M0270 ja en ad 90 2356.0 "Fri Sep 10 04:34:24 2021" "Fri Sep 10 05:13:40 2021" Submitted
33BFF6QPI1BTPLV20W2M22NHIK2W3T M0359 ja en ad 198 1309.0 "Fri Sep 10 09:04:14 2021" "Fri Sep 10 09:26:03 2021" Submitted
33CLA8O0MIBJX1U9LXTIGC4XTVSRFU M1612 ja en ad 189 2090.0 "Fri Sep 10 06:39:25 2021" "Fri Sep 10 07:14:15 2021" Submitted
33EEIIWHK778HX1Z8X9MT8XEL3EQVG M0254 ja en ad 30 3037.0 "Fri Sep 10 04:22:43 2021" "Fri Sep 10 05:13:20 2021" Submitted
33EEIIWHK778HX1Z8X9MT8XEL3EVQL M1224 ja en ad 89 1301.0 "Fri Sep 10 05:58:20 2021" "Fri Sep 10 06:20:01 2021" Submitted
33QQ60S6ASIKGP70M952IG4DUS7U0X M0170 ja en ad 59 1217.0 "Fri Sep 10 08:41:50 2021" "Fri Sep 10 09:02:07 2021" Submitted
33TGB4G0LPHDD2YMPG4ZMY5MLLLTX0 M0642 ja en ad 34 2128.0 "Fri Sep 10 06:47:47 2021" "Fri Sep 10 07:23:15 2021" Submitted
33W1NHWFYHL2IXY1QYSKJJLXTLJTZX M0227 ja en ad 58 433.0 "Fri Sep 10 11:31:18 2021" "Fri Sep 10 11:38:31 2021" Submitted
344M16OZKIF6CP2LXFSVPAENGXOENB M0440 ja en ad 99 88.0 "Fri Sep 10 10:24:29 2021" "Fri Sep 10 10:25:57 2021" Submitted
34HEO7RUG6UO1AD1AH7Q2BT6WFFRAH M0141 ja en ad 142 920.0 "Fri Sep 10 08:40:51 2021" "Fri Sep 10 08:56:11 2021" Submitted
34O39PNDK68TKKITGV7MXMDCEX0RBC M1612 ja en ad 153 4135.0 "Fri Sep 10 15:49:20 2021" "Fri Sep 10 16:58:15 2021" Submitted
34R0BODSP1Z2M0WFTFW9VTE1PCOE5L M1231 ja en ad 201 1996.0 "Fri Sep 10 10:37:32 2021" "Fri Sep 10 11:10:48 2021" Submitted
3511RHPADVE5XT4578WGBP9HQRELRT M1469 ja en ad 13 3919.0 "Fri Sep 10 11:40:34 2021" "Fri Sep 10 12:45:53 2021" Submitted
351S7I5UG9WEN5ODBG3MMQRFL5KJN1 M0646 ja en ad 203 994.0 "Fri Sep 10 11:59:31 2021" "Fri Sep 10 12:16:05 2021" Submitted
356ZPKYPUHH4LFVPDVHH02BYYOUYP6 M1365 ja en ad 169 1055.0 "Fri Sep 10 08:50:32 2021" "Fri Sep 10 09:08:07 2021" Submitted
35JDMRECC4902XLZABF0ZQ5QFL2EG3 M0496 ja en ad 47 39.0 "Fri Sep 10 09:02:50 2021" "Fri Sep 10 09:03:29 2021" Submitted
35U0MRQMUJ75WLOJTKHI432E62WOV6 M0141 ja en ad 110 889.0 "Fri Sep 10 04:16:49 2021" "Fri Sep 10 04:31:38 2021" Submitted
35U0MRQMUJ75WLOJTKHI432E62WVOD M0440 ja en ad 68 31.0 "Fri Sep 10 11:09:26 2021" "Fri Sep 10 11:09:57 2021" Submitted
35XW21VSVGEHY84IMXWL1ZEDCTXLSH M0440 ja en ad 16 24.0 "Fri Sep 10 11:15:44 2021" "Fri Sep 10 11:16:08 2021" Submitted
360ZO6N6J1JJZBQ4D3X9KHOCKAYM99 M1489 ja en ad 181 1202.0 "Fri Sep 10 06:18:28 2021" "Fri Sep 10 06:38:30 2021" Submitted
366FYU4PTGP54JHI020FXIXJM2JEK6 M0777 ja en ad 81 1306.0 "Fri Sep 10 06:48:24 2021" "Fri Sep 10 07:10:10 2021" Submitted
368IUKXGA5822VLJ7CMPHBR5ZE1P6X M1174 ja en ad 195 469.0 "Fri Sep 10 05:17:53 2021" "Fri Sep 10 05:25:42 2021" Submitted
36AZSFEYZ40LDRZAPFCWYJ2FZ3DBVP M0876 ja en ad 247 705.0 "Fri Sep 10 06:40:22 2021" "Fri Sep 10 06:52:07 2021" Submitted
36BTXXLZ2V89ZLXK1GXZP87645JR46 M0097 ja en ad 83 1450.0 "Fri Sep 10 02:46:46 2021" "Fri Sep 10 03:10:56 2021" Submitted
36D1BWBEHN18ZR55SUIUAUGYE4OM2H M0973 ja en ad 116 3842.0 "Fri Sep 10 06:49:10 2021" "Fri Sep 10 07:53:12 2021" Submitted
36FFXPMST9O0EKTZOV0EP2B5YNLOHG M1606 ja en ad 237 1367.0 "Fri Sep 10 07:07:57 2021" "Fri Sep 10 07:30:44 2021" Submitted
36JW4WBR06K687G6PSHO282R6MUHFN M0829 ja en ad 185 3188.0 "Fri Sep 10 06:44:41 2021" "Fri Sep 10 07:37:49 2021" Submitted
36MUZ9VAE62XQDB88LEST52T2TMEDT M1053 ja en ad 9 3785.0 "Fri Sep 10 06:49:25 2021" "Fri Sep 10 07:52:30 2021" Submitted
37AQKJ12TXO6WLP2K632XVKG8PXTTH M0598 ja en ad 8 1801.0 "Fri Sep 10 06:00:56 2021" "Fri Sep 10 06:30:57 2021" Submitted
37G6BXQPLQLRFMFDD7KCT49SL8BEQY M0141 ja en ad 159 881.0 "Fri Sep 10 10:49:46 2021" "Fri Sep 10 11:04:27 2021" Submitted
37M4O367VJI0YOOSADKS81JAYEFM5I M1381 ja en ad 138 1019.0 "Fri Sep 10 02:56:17 2021" "Fri Sep 10 03:13:16 2021" Submitted
37NXA7GVST6XQ0LMGS1QCMYKBXRLVM M1414 ja en ad 48 297.0 "Fri Sep 10 10:33:13 2021" "Fri Sep 10 10:38:10 2021" Submitted
37NXA7GVST6XQ0LMGS1QCMYKBXRVLW M0354 ja en ad 0 4000.0 "Fri Sep 10 04:38:38 2021" "Fri Sep 10 05:45:18 2021" Submitted
37OPIVELUU3BCGZYECVWO7R096HHAA M1082 ja en ad 135 4577.0 "Fri Sep 10 14:40:01 2021" "Fri Sep 10 15:56:18 2021" Submitted
37VE3DA4YUHGVQ4QKQVSJIB6RO2HB5 M0408 ja en ad 145 2029.0 "Fri Sep 10 06:00:52 2021" "Fri Sep 10 06:34:41 2021" Submitted
37VUR2VJ6APO1KBIW1O22F1HSK6C18 M0598 ja en ad 29 1821.0 "Fri Sep 10 06:30:58 2021" "Fri Sep 10 07:01:19 2021" Submitted
385MDVINFCF4AZXR3HU9I946EHOJWS M0662 ja en ad 27 614.0 "Fri Sep 10 03:04:06 2021" "Fri Sep 10 03:14:20 2021" Submitted
388FBO7JZRT4IUJCXG4PWD63Y9TYNA M0048 ja en ad 156 214.0 "Fri Sep 10 06:35:24 2021" "Fri Sep 10 06:38:58 2021" Submitted
389A2A304OIOUVQ00IK2OAI7NS0C05 M1082 ja en ad 19 6239.0 "Fri Sep 10 12:56:01 2021" "Fri Sep 10 14:40:00 2021" Submitted
38DCH97KHH2ZQ215R8V3QKMKQG7JQO M0230 ja en ad 241 1218.0 "Fri Sep 10 09:22:37 2021" "Fri Sep 10 09:42:55 2021" Submitted
38DCH97KHH2ZQ215R8V3QKMKQG7QJV M0873 ja en ad 208 955.0 "Fri Sep 10 07:37:35 2021" "Fri Sep 10 07:53:30 2021" Submitted
38G0E1M85M509Q8GP6TR39U3OOKVUQ M0462 ja en ad 114 1610.0 "Fri Sep 10 06:36:40 2021" "Fri Sep 10 07:03:30 2021" Submitted
38LRF35D5LWGXH6X5WNLKE2KX4RU3S M0736 ja en ad 91 2574.0 "Fri Sep 10 06:53:13 2021" "Fri Sep 10 07:36:07 2021" Submitted
3909MD9T2ZHUOXP4ZR9IH55EE62EF4 M0705 ja en ad 25 498.0 "Fri Sep 10 03:20:57 2021" "Fri Sep 10 03:29:15 2021" Submitted
391FPZIE4CMVRPDWKHCNO83UG99UHZ M0440 ja en ad 194 73.0 "Fri Sep 10 10:27:37 2021" "Fri Sep 10 10:28:50 2021" Submitted
39I4RL8QGJHWARJH5BL5B450HWLH4Z M1346 ja en ad 97 5886.0 "Fri Sep 10 02:42:41 2021" "Fri Sep 10 04:20:47 2021" Submitted
39N6W9XWRDNY822QACRU6TX6XX7GYK M0440 ja en ad 53 25.0 "Fri Sep 10 11:16:39 2021" "Fri Sep 10 11:17:04 2021" Submitted
39N6W9XWRDNY822QACRU6TX6XX7YG2 M1376 ja en ad 80 735.0 "Fri Sep 10 05:09:34 2021" "Fri Sep 10 05:21:49 2021" Submitted
39O0SQZVJN76I8F33EV6SKRGV79R7Q M1292 ja en ad 104 1233.0 "Fri Sep 10 05:03:29 2021" "Fri Sep 10 05:24:02 2021" Submitted
39O6Z4JLX2XSQU2BUB4ENGT7I61VXI M0228 ja en ad 136 520.0 "Fri Sep 10 03:24:17 2021" "Fri Sep 10 03:32:57 2021" Submitted
39RRBHZ0AU1HVP2QVTSZK19IQ6ZVZF M1473 ja en ad 161 1568.0 "Fri Sep 10 09:59:09 2021" "Fri Sep 10 10:25:17 2021" Submitted
39WSF6KUV2LOUA2XYUS84ZES67TEOQ M1612 ja en ad 113 1439.0 "Fri Sep 10 06:15:26 2021" "Fri Sep 10 06:39:25 2021" Submitted
39WSF6KUV2LOUA2XYUS84ZES67TOE0 M1199 ja en ad 202 1057.0 "Fri Sep 10 07:11:57 2021" "Fri Sep 10 07:29:34 2021" Submitted
3A520CCNWN0ZS68WOBNQ34UNHQPEAR M1494 ja en ad 234 993.0 "Fri Sep 10 11:04:33 2021" "Fri Sep 10 11:21:06 2021" Submitted
3AA88CN98P33AOY903C94LPZ4EOYK5 M1007 ja en ad 139 1498.0 "Fri Sep 10 06:35:40 2021" "Fri Sep 10 07:00:38 2021" Submitted
3ABAOCJ4R84PRA7QU58V6CE1UA2QMZ M0833 ja en ad 223 1260.0 "Fri Sep 10 04:49:36 2021" "Fri Sep 10 05:10:36 2021" Submitted
3ACRLU860NE4BGDOUPNMYFETZ8AEBM M1292 ja en ad 240 1175.0 "Fri Sep 10 08:48:04 2021" "Fri Sep 10 09:07:39 2021" Submitted
3AFT28WXLF20AF4JUDIZPECKY00OI9 M0141 ja en ad 244 865.0 "Fri Sep 10 10:59:55 2021" "Fri Sep 10 11:14:20 2021" Submitted
3AQN9REUTFGVWISZ8MQM08U9K5RYDS M0334 ja en ad 75 1553.0 "Fri Sep 10 09:58:45 2021" "Fri Sep 10 10:24:38 2021" Submitted
3ATYLI1PRT2W5QOPCV3Z1FRKBFPJOG M1144 ja en ad 209 3662.0 "Fri Sep 10 06:02:25 2021" "Fri Sep 10 07:03:27 2021" Submitted
3ATYLI1PRT2W5QOPCV3Z1FRKBFPOJL M0708 ja en ad 3 534.0 "Fri Sep 10 06:22:39 2021" "Fri Sep 10 06:31:33 2021" Submitted
3BA7SXOG1JQAIMKMDJNC6KNB6RFR8D M0698 ja en ad 115 1723.0 "Fri Sep 10 11:15:23 2021" "Fri Sep 10 11:44:06 2021" Submitted
3BAKUKE49HCS7M01EYEXRA03SL9R1T M0560 ja en ad 62 1684.0 "Fri Sep 10 11:18:24 2021" "Fri Sep 10 11:46:28 2021" Submitted
3BCRDCM0ODU1R4O3UKHHLU5654VK6R M0708 ja en ad 144 694.0 "Fri Sep 10 07:46:13 2021" "Fri Sep 10 07:57:47 2021" Submitted
3BDORL6HKKDCUPAZUV3H86JUWI0RCJ M0642 ja en ad 154 963.0 "Fri Sep 10 18:16:48 2021" "Fri Sep 10 18:32:51 2021" Submitted
3BFF0DJK8XC5HLCNV6YCNQOU66JTSS M1470 ja en ad 7 2417.0 "Fri Sep 10 06:29:15 2021" "Fri Sep 10 07:09:32 2021" Submitted
3BJKPTD2QCCTG6CAGHY7XGJYK40TR4 M1337 ja en ad 255 2302.0 "Fri Sep 10 07:31:35 2021" "Fri Sep 10 08:09:57 2021" Submitted
3BKZLF990ZZPLRW4D8W607183KGQYP M1578 ja en ad 45 2820.0 "Fri Sep 10 08:24:30 2021" "Fri Sep 10 09:11:30 2021" Submitted
3BKZLF990ZZPLRW4D8W607183KGYQX M0440 ja en ad 178 29.0 "Fri Sep 10 11:20:33 2021" "Fri Sep 10 11:21:02 2021" Submitted
3BPP3MA3TCKGOPZ0L2CGCIAYB2OEL9 M0901 ja en ad 82 1189.0 "Fri Sep 10 10:59:33 2021" "Fri Sep 10 11:19:22 2021" Submitted
3C8QQOM6JP1S4U1MHL27XX8Q3VVLIP M0141 ja en ad 215 837.0 "Fri Sep 10 11:04:28 2021" "Fri Sep 10 11:18:25 2021" Submitted
3CIS7GGG65JJ7FMUUG4H356HOTHEU3 M0064 ja en ad 180 396.0 "Fri Sep 10 07:06:24 2021" "Fri Sep 10 07:13:00 2021" Submitted
3CIS7GGG65JJ7FMUUG4H356HOTHUEJ M0440 ja en ad 182 79.0 "Fri Sep 10 10:46:30 2021" "Fri Sep 10 10:47:49 2021" Submitted
3CMV9YRYP31OZ5LSZ3N79YNQGAKLJ1 M0306 ja en ad 217 1106.0 "Fri Sep 10 08:33:57 2021" "Fri Sep 10 08:52:23 2021" Submitted
3CO05SML7V5S0XFJIFAXD5HTNT3R0Q M0191 ja en ad 57 647.0 "Fri Sep 10 13:39:32 2021" "Fri Sep 10 13:50:19 2021" Submitted
3CRWSLD91K4M6YUAFSGRH7J1F9KOMP M0846 ja en ad 21 6484.0 "Fri Sep 10 06:02:06 2021" "Fri Sep 10 07:50:10 2021" Submitted
3CVBMEMMXBGTTE1079JCEGPA8YBH7J M0440 ja en ad 119 50.0 "Fri Sep 10 10:41:07 2021" "Fri Sep 10 10:41:57 2021" Submitted
3D06DR5225JX4U0959B9GCZWQSGMAO M0901 ja en ad 184 233.0 "Fri Sep 10 09:21:13 2021" "Fri Sep 10 09:25:06 2021" Submitted
3D0LPO3EABZM0FJOYV42B268OJYOYF M0440 ja en ad 132 21.0 "Fri Sep 10 11:11:22 2021" "Fri Sep 10 11:11:43 2021" Submitted
3D0LPO3EABZM0FJOYV42B268OJYYOP M1599 ja en ad 158 2025.0 "Fri Sep 10 08:56:40 2021" "Fri Sep 10 09:30:25 2021" Submitted
3D42WVSDH8VSU26VZSLCO8XUWI7YF3 M0154 ja en ad 79 1071.0 "Fri Sep 10 06:02:07 2021" "Fri Sep 10 06:19:58 2021" Submitted
